"","x"
"2060",23.5
"2061",23
"2062",22
"2063",21.5
"2064",21.5
"2065",22
"2066",22.5
"2067",22.5
"2068",23
"2069",23.5
"2070",23
"2071",22
"2072",21.5
"2073",21.5
"2074",21.5
"2075",22
"2076",22.5
"2077",23
"2078",23.5
"2079",23.5
"2080",23
"2081",22
"2082",21.5
"2083",21
"2084",21.5
"2085",22
"2086",22.5
"2087",23
"2088",23
"2089",23.5
"2090",23
"2091",22
"2092",21.5
"2093",21.5
"2094",22
"2095",22
"2096",22.5
"2097",23
"2098",23.5
"2099",23
"2100",22
"2101",21.5
"2102",21
"2103",21.5
"2104",22
"2105",22.5
"2106",23
"2107",23
"2108",23.5
"2109",23
"2110",22
"2111",21.5
"2112",21.5
"2113",21.5
"2114",22
"2115",22.5
"2116",23
"2117",23.5
"2118",23.5
"2119",23
"2120",22.5
"2121",21.5
"2122",21
"2123",21.5
"2124",22
"2125",22.5
"2126",23
"2127",23
"2128",23.5
"2129",23
"2130",22
"2131",21.5
"2132",21
"2133",21.5
"2134",22
"2135",22.5
"2136",23
"2137",23
"2138",23.5
"2139",23
"2140",22
"2141",21.5
"2142",21
"2143",21.5
"2144",22
"2145",22.5
"2146",23
"2147",23
"2148",23.5
"2149",23
"2150",22
"2151",21.5
"2152",21
"2153",21.5
"2154",22
"2155",22.5
"2156",23
"2157",23.5
"2158",23.5
"2159",23
"2160",22.5
"2161",21.5
"2162",21.5
"2163",21.5
"2164",22
"2165",22.5
"2166",23
"2167",23.5
"2168",23.5
"2169",23
"2170",22.5
"2171",21.5
"2172",21
"2173",21.5
"2174",22
"2175",22.5
"2176",23
"2177",23
"2178",23.5
"2179",23
"2180",22.5
"2181",21.5
"2182",21.5
"2183",21.5
"2184",22
"2185",22.5
"2186",23
"2187",23.5
"2188",23.5
"2189",23.5
"2190",22.5
"2191",21.5
"2192",21
"2193",21.5
"2194",22
"2195",22.5
"2196",23
"2197",23
"2198",23.5
"2199",23
"2200",22.5
"2201",21.5
"2202",21.5
"2203",22
"2204",22.5
"2205",22.5
"2206",23
"2207",23.5
"2208",23
"2209",22
"2210",21.5
"2211",21.5
"2212",21.5
"2213",22
"2214",22.5
"2215",23
"2216",23
"2217",23.5
"2218",23
"2219",22.5
"2220",21.5
"2221",21.5
"2222",21.5
"2223",22
"2224",22.5
"2225",23
"2226",23.5
"2227",23
"2228",22
"2229",21.5
"2230",21.5
"2231",22
"2232",22
"2233",22.5
"2234",23
"2235",23.5
"2236",23
"2237",22
"2238",21.5
"2239",21
"2240",21.5
"2241",22
"2242",22.5
"2243",23
"2244",23.5
"2245",23.5
"2246",23.5
"2247",22
"2248",21.5
"2249",21.5
"2250",21.5
"2251",22
"2252",22.5
"2253",23
"2254",23
"2255",23.5
"2256",23.5
"2257",22.5
"2258",21.5
"2259",21
"2260",21.5
"2261",22
"2262",22.5
"2263",23
"2264",23
"2265",23.5
"2266",23.5
"2267",22.5
"2268",21.5
"2269",21.5
"2270",22
"2271",22.5
"2272",22.5
"2273",23
"2274",23.5
"2275",23
"2276",22
"2277",21.5
"2278",21.5
"2279",21.5
"2280",22
"2281",22.5
"2282",23
"2283",23.5
"2284",23.5
"2285",23.5
"2286",22.5
"2287",21.5
"2288",21
"2289",21.5
"2290",22
"2291",22.5
"2292",23
"2293",23
"2294",23.5
"2295",23.5
"2296",22.5
"2297",21.5
"2298",21
"2299",21.5
"2300",22
"2301",22.5
"2302",23
"2303",23
"2304",23.5
"2305",23.5
"2306",22.5
"2307",21.5
"2308",21
"2309",21.5
"2310",22
"2311",22.5
"2312",23
"2313",23
"2314",23.5
"2315",23
"2316",22.5
"2317",21.5
"2318",21.5
"2319",21.5
"2320",22
"2321",22.5
"2322",23
"2323",23.5
"2324",23.5
"2325",23.5
"2326",22.5
"2327",21.5
"2328",21
"2329",21.5
"2330",22
"2331",22.5
"2332",23
"2333",23
"2334",23.5
"2335",23.5
"2336",22.5
"2337",21.5
"2338",21
"2339",21.5
"2340",22
"2341",22.5
"2342",23
"2343",23
"2344",23.5
"2345",23.5
"2346",22.5
"2347",21.5
"2348",21.5
"2349",21.5
"2350",22
"2351",22.5
"2352",23
"2353",23
"2354",23.5
"2355",23.5
"2356",22.5
"2357",21.5
"2358",21
"2359",21.5
"2360",22
"2361",22.5
"2362",23
"2363",23
"2364",23.5
"2365",23.5
"2366",22.5
"2367",21.5
"2368",21
"2369",21.5
"2370",22
"2371",22.5
"2372",23
"2373",23
"2374",23.5
"2375",22.5
"2376",21.5
"2377",21.5
"2378",21.5
"2379",22
"2380",22.5
"2381",23
"2382",23
"2383",23.5
"2384",23.5
"2385",22.5
"2386",21.5
"2387",21
"2388",21.5
"2389",22
"2390",22.5
"2391",23
"2392",23
"2393",23.5
"2394",23.5
"2395",22.5
"2396",21.5
"2397",21.5
"2398",21.5
"2399",22
"2400",22.5
"2401",23
"2402",23.5
"2403",23.5
"2404",23.5
"2405",22.5
"2406",21.5
"2407",21.5
"2408",21.5
"2409",22
"2410",22.5
"2411",23
"2412",23
"2413",23.5
"2414",23.5
"2415",22.5
"2416",21.5
"2417",21.5
"2418",21.5
"2419",22
"2420",22.5
"2421",23
"2422",23
"2423",23.5
"2424",23.5
"2425",22.5
"2426",21.5
"2427",21.5
"2428",21.5
"2429",22
"2430",22.5
"2431",23
"2432",23
"2433",23.5
"2434",23.5
"2435",22.5
"2436",21.5
"2437",21
"2438",21.5
"2439",22
"2440",22.5
"2441",23
"2442",23
"2443",23.5
"2444",23.5
"2445",22.5
"2446",21.5
"2447",21.5
"2448",21.5
"2449",22
"2450",22.5
"2451",23
"2452",23
"2453",23.5
"2454",23.5
"2455",22.5
"2456",21.5
"2457",21.5
"2458",21.5
"2459",22
"2460",22.5
"2461",23
"2462",23
"2463",23.5
"2464",23.5
"2465",22.5
"2466",21.5
"2467",21.5
"2468",21.5
"2469",22
"2470",22.5
"2471",23
"2472",23
"2473",23.5
"2474",23.5
"2475",22.5
"2476",21.5
"2477",21
"2478",21.5
"2479",21.5
"2480",22
"2481",22.5
"2482",23
"2483",23
"2484",23
"2485",22.5
"2486",21.5
"2487",21.5
"2488",21.5
"2489",22
"2490",22.5
"2491",23
"2492",23
"2493",23.5
"2494",23.5
"2495",22.5
"2496",21.5
"2497",21
"2498",21.5
"2499",22
"2500",22.5
"2501",23
"2502",23
"2503",23.5
"2504",23.5
"2505",22.5
"2506",21.5
"2507",21.5
"2508",21.5
"2509",22
"2510",22.5
"2511",23
"2512",23
"2513",23
"2514",22.5
"2515",21.5
"2516",21
"2517",21.5
"2518",22
"2519",22.5
"2520",23
"2521",23
"2522",23.5
"2523",23.5
"2524",22.5
"2525",21.5
"2526",21
"2527",21.5
"2528",22
"2529",22.5
"2530",23
"2531",23
"2532",23.5
"2533",23.5
"2534",22.5
"2535",21.5
"2536",21
"2537",21.5
"2538",22
"2539",22.5
"2540",23
"2541",23
"2542",23.5
"2543",23.5
"2544",22.5
"2545",21.5
"2546",21
"2547",21.5
"2548",22
"2549",22.5
"2550",23
"2551",23
"2552",23.5
"2553",23.5
"2554",22.5
"2555",21.5
"2556",21
"2557",21.5
"2558",22
"2559",22.5
"2560",23
"2561",23
"2562",23.5
"2563",23.5
"2564",22.5
"2565",21.5
"2566",21.5
"2567",21.5
"2568",22
"2569",22.5
"2570",23
"2571",23
"2572",23.5
"2573",23.5
"2574",22.5
"2575",21.5
"2576",21.5
"2577",21.5
"2578",22
"2579",22.5
"2580",23
"2581",23
"2582",23.5
"2583",23.5
"2584",22.5
"2585",21.5
"2586",21
"2587",21.5
"2588",22
"2589",22.5
"2590",22.5
"2591",23
"2592",23.5
"2593",23.5
"2594",22.5
"2595",21.5
"2596",21.5
"2597",21.5
"2598",22
"2599",22.5
"2600",23
"2601",23
"2602",23.5
"2603",23.5
"2604",22.5
"2605",22
"2606",21.5
"2607",21.5
"2608",22
"2609",22.5
"2610",23
"2611",23
"2612",23.5
"2613",23.5
"2614",22.5
"2615",22
"2616",21
"2617",21.5
"2618",22
"2619",22.5
"2620",23
"2621",23
"2622",23.5
"2623",23.5
"2624",22.5
"2625",22
"2626",21
"2627",21.5
"2628",22
"2629",22.5
"2630",22.5
"2631",23
"2632",23.5
"2633",23.5
"2634",23.5
"2635",23.5
"2636",22.5
"2637",21.5
"2638",21
"2639",21.5
"2640",22
"2641",22.5
"2642",23
"2643",23
"2644",23.5
"2645",22.5
"2646",21.5
"2647",21
"2648",21.5
"2649",22
"2650",22.5
"2651",23
"2652",23
"2653",23.5
"2654",23.5
"2655",22.5
"2656",22
"2657",21
"2658",21.5
"2659",22
"2660",22.5
"2661",23
"2662",23
"2663",23.5
"2664",23.5
"2665",22.5
"2666",22
"2667",21
"2668",21.5
"2669",22
"2670",22.5
"2671",23
"2672",23
"2673",23.5
"2674",23.5
"2675",23
"2676",22
"2677",21
"2678",21.5
"2679",21.5
"2680",22
"2681",22.5
"2682",23
"2683",23.5
"2684",23.5
"2685",22.5
"2686",21.5
"2687",21.5
"2688",21.5
"2689",22
"2690",22.5
"2691",23
"2692",23
"2693",23.5
"2694",23.5
"2695",23
"2696",22
"2697",21
"2698",21.5
"2699",22
"2700",22.5
"2701",23
"2702",23
"2703",23.5
"2704",23.5
"2705",23
"2706",22
"2707",21
"2708",21
"2709",21.5
"2710",22
"2711",22.5
"2712",23
"2713",23
"2714",23.5
"2715",22.5
"2716",21.5
"2717",21
"2718",21.5
"2719",22
"2720",22.5
"2721",23
"2722",23
"2723",23.5
"2724",23.5
"2725",22.5
"2726",22
"2727",21
"2728",21.5
"2729",21.5
"2730",22
"2731",22.5
"2732",23
"2733",23.5
"2734",23.5
"2735",22.5
"2736",21.5
"2737",21
"2738",21.5
"2739",22
"2740",22.5
"2741",23
"2742",23
"2743",23.5
"2744",23.5
"2745",23
"2746",22
"2747",21.5
"2748",21.5
"2749",22
"2750",22.5
"2751",23
"2752",23
"2753",23.5
"2754",23.5
"2755",23
"2756",22.5
"2757",21.5
"2758",21.5
"2759",22
"2760",22
"2761",22.5
"2762",23
"2763",23.5
"2764",23.5
"2765",22.5
"2766",22
"2767",21.5
"2768",21.5
"2769",22
"2770",22.5
"2771",23
"2772",23
"2773",23.5
"2774",23.5
"2775",23
"2776",22
"2777",21.5
"2778",21.5
"2779",22
"2780",22.5
"2781",23
"2782",23
"2783",23.5
"2784",23.5
"2785",23
"2786",22
"2787",21.5
"2788",21.5
"2789",22
"2790",22.5
"2791",23
"2792",23
"2793",23.5
"2794",23
"2795",22
"2796",21.5
"2797",21.5
"2798",22
"2799",22.5
"2800",23
"2801",23.5
"2802",23.5
"2803",23
"2804",22
"2805",21.5
"2806",21.5
"2807",22
"2808",22.5
"2809",23
"2810",23
"2811",23.5
"2812",22.5
"2813",22
"2814",21
"2815",21.5
"2816",21.5
"2817",22
"2818",22.5
"2819",23
"2820",23.5
"2821",23.5
"2822",23
"2823",22
"2824",21
"2825",21.5
"2826",21.5
"2827",22
"2828",22.5
"2829",23
"2830",23.5
"2831",23.5
"2832",23
"2833",22
"2834",21
"2835",21.5
"2836",22
"2837",22.5
"2838",22.5
"2839",23
"2840",23.5
"2841",23.5
"2842",23
"2843",22
"2844",21.5
"2845",21.5
"2846",22
"2847",22.5
"2848",22.5
"2849",23
"2850",23.5
"2851",22.5
"2852",22
"2853",21
"2854",21.5
"2855",22
"2856",22.5
"2857",23
"2858",23
"2859",23.5
"2860",22.5
"2861",22
"2862",21.5
"2863",21.5
"2864",22
"2865",22.5
"2866",23
"2867",23
"2868",23.5
"2869",23
"2870",22
"2871",21
"2872",21
"2873",21.5
"2874",22
"2875",22.5
"2876",23
"2877",23.5
"2878",23.5
"2879",23.5
"2880",23.5
"2881",22.5
"2882",21.5
"2883",21.5
"2884",21.5
"2885",22
"2886",22.5
"2887",23
"2888",23.5
"2889",23.5
"2890",23
"2891",22
"2892",21.5
"2893",21.5
"2894",22
"2895",22.5
"2896",23
"2897",23
"2898",23.5
"2899",23
"2900",22
"2901",21
"2902",21.5
"2903",22
"2904",22.5
"2905",23
"2906",23
"2907",23.5
"2908",23
"2909",22
"2910",21.5
"2911",21.5
"2912",22
"2913",22.5
"2914",23
"2915",23
"2916",23.5
"2917",23
"2918",22
"2919",21.5
"2920",21.5
"2921",22
"2922",22.5
"2923",23
"2924",23
"2925",23.5
"2926",23
"2927",22
"2928",21.5
"2929",21.5
"2930",22
"2931",22.5
"2932",23
"2933",23
"2934",23.5
"2935",23
"2936",22
"2937",21.5
"2938",21.5
"2939",22
"2940",22.5
"2941",23
"2942",23
"2943",23.5
"2944",23
"2945",22
"2946",21
"2947",21.5
"2948",22
"2949",22.5
"2950",23
"2951",23
"2952",23.5
"2953",23
"2954",22
"2955",21
"2956",21.5
"2957",22
"2958",22.5
"2959",22.5
"2960",23
"2961",23.5
"2962",23.5
"2963",23
"2964",22
"2965",21.5
"2966",21.5
"2967",22
"2968",22.5
"2969",22.5
"2970",23
"2971",23.5
"2972",23.5
"2973",23.5
"2974",22.5
"2975",21.5
"2976",21
"2977",21.5
"2978",22
"2979",22.5
"2980",23
"2981",23.5
"2982",23.5
"2983",23
"2984",22
"2985",21.5
"2986",21.5
"2987",22
"2988",22.5
"2989",23
"2990",23
"2991",23.5
"2992",23
"2993",22
"2994",21.5
"2995",21.5
"2996",22
"2997",22.5
"2998",23
"2999",23
"3000",23.5
"3001",23
"3002",22
"3003",21.5
"3004",21.5
"3005",22
"3006",22.5
"3007",23
"3008",23
"3009",23.5
"3010",23
"3011",22
"3012",21.5
"3013",21.5
"3014",22
"3015",22.5
"3016",23
"3017",23
"3018",23.5
"3019",23
"3020",22
"3021",21.5
"3022",21.5
"3023",22
"3024",22.5
"3025",23
"3026",23
"3027",23.5
"3028",23
"3029",22
"3030",21.5
"3031",21.5
"3032",22
"3033",22.5
"3034",23
"3035",23.5
"3036",23.5
"3037",23
"3038",22
"3039",21.5
"3040",21.5
"3041",22
"3042",22.5
"3043",23
"3044",23
"3045",23.5
"3046",23
"3047",22
"3048",21.5
"3049",21.5
"3050",22
"3051",22.5
"3052",23
"3053",23
"3054",23.5
"3055",24
"3056",23.5
"3057",23
"3058",22
"3059",21
"3060",21.5
"3061",22
"3062",22.5
"3063",23
"3064",23
"3065",23.5
"3066",23
"3067",22
"3068",21.5
"3069",21.5
"3070",22
"3071",22.5
"3072",23
"3073",23
"3074",23.5
"3075",23
"3076",22
"3077",21.5
"3078",21.5
"3079",22
"3080",22.5
"3081",23
"3082",23
"3083",23.5
"3084",23
"3085",22
"3086",21.5
"3087",21.5
"3088",22
"3089",22.5
"3090",23
"3091",23
"3092",23.5
"3093",23
"3094",22
"3095",21.5
"3096",21.5
"3097",22
"3098",22.5
"3099",23
"3100",23
"3101",23.5
"3102",23
"3103",22
"3104",21.5
"3105",21.5
"3106",22
"3107",22.5
"3108",23
"3109",23
"3110",23.5
"3111",23
"3112",22
"3113",21.5
"3114",21.5
"3115",22
"3116",22.5
"3117",23
"3118",23
"3119",23.5
"3120",23
"3121",22
"3122",21.5
"3123",21.5
"3124",22
"3125",22.5
"3126",23
"3127",23
"3128",23.5
"3129",23
"3130",22
"3131",21.5
"3132",21.5
"3133",22
"3134",22.5
"3135",22.5
"3136",23
"3137",23.5
"3138",23
"3139",22
"3140",21.5
"3141",21.5
"3142",22
"3143",22.5
"3144",23
"3145",23
"3146",23.5
"3147",23
"3148",22
"3149",21.5
"3150",21.5
"3151",22
"3152",22.5
"3153",23
"3154",23
"3155",23.5
"3156",23
"3157",22
"3158",21.5
"3159",21.5
"3160",22
"3161",22.5
"3162",23
"3163",23
"3164",23.5
"3165",23
"3166",22
"3167",21.5
"3168",21
"3169",21.5
"3170",22
"3171",22.5
"3172",23
"3173",23.5
"3174",23.5
"3175",23
"3176",22
"3177",21.5
"3178",21
"3179",21.5
"3180",22
"3181",22.5
"3182",23
"3183",23.5
"3184",23.5
"3185",23
"3186",22
"3187",21.5
"3188",21.5
"3189",21.5
"3190",22
"3191",22.5
"3192",23
"3193",23.5
"3194",23
"3195",22
"3196",21.5
"3197",21.5
"3198",22
"3199",22.5
"3200",23
"3201",23
"3202",23.5
"3203",23
"3204",22.5
"3205",21.5
"3206",21.5
"3207",21.5
"3208",22
"3209",22.5
"3210",23
"3211",23.5
"3212",23.5
"3213",23
"3214",22.5
"3215",21.5
"3216",21
"3217",21.5
"3218",22
"3219",22.5
"3220",23
"3221",23
"3222",23.5
"3223",23
"3224",22
"3225",21.5
"3226",21.5
"3227",21.5
"3228",22
"3229",22.5
"3230",23
"3231",23.5
"3232",23
"3233",22
"3234",21.5
"3235",21.5
"3236",22
"3237",22
"3238",22.5
"3239",23
"3240",23.5
"3241",23
"3242",22
"3243",21.5
"3244",21.5
"3245",22
"3246",22
"3247",22.5
"3248",23
"3249",23.5
"3250",23
"3251",22
"3252",21.5
"3253",21.5
"3254",21.5
"3255",22
"3256",22.5
"3257",23
"3258",23.5
"3259",23.5
"3260",23.5
"3261",23
"3262",22
"3263",21.5
"3264",21.5
"3265",22
"3266",22.5
"3267",23
"3268",23
"3269",23.5
"3270",23
"3271",22.5
"3272",21.5
"3273",21
"3274",21.5
"3275",22
"3276",22.5
"3277",23
"3278",23
"3279",23.5
"3280",23.5
"3281",22.5
"3282",21.5
"3283",21.5
"3284",21.5
"3285",22
"3286",22.5
"3287",23
"3288",23.5
"3289",23
"3290",22
"3291",21.5
"3292",21.5
"3293",21.5
"3294",22
"3295",22.5
"3296",23
"3297",23.5
"3298",23
"3299",22
"3300",21.5
"3301",21
"3302",21.5
"3303",22
"3304",22.5
"3305",23
"3306",23.5
"3307",23
"3308",22
"3309",21.5
"3310",21
"3311",21.5
"3312",22
"3313",22.5
"3314",23
"3315",23
"3316",23.5
"3317",23.5
"3318",22.5
"3319",21.5
"3320",21.5
"3321",21.5
"3322",22
"3323",22.5
"3324",23
"3325",23.5
"3326",23.5
"3327",23.5
"3328",22.5
"3329",21.5
"3330",21.5
"3331",21.5
"3332",22
"3333",22.5
"3334",23
"3335",23.5
"3336",23.5
"3337",23.5
"3338",22.5
"3339",21.5
"3340",21
"3341",21.5
"3342",22
"3343",22.5
"3344",23
"3345",23
"3346",23.5
"3347",23.5
"3348",22.5
"3349",21.5
"3350",21
"3351",21.5
"3352",22
"3353",22.5
"3354",23
"3355",23
"3356",23.5
"3357",23
"3358",22.5
"3359",21.5
"3360",21.5
"3361",21.5
"3362",22
"3363",22.5
"3364",23
"3365",23.5
"3366",23
"3367",22.5
"3368",21.5
"3369",21.5
"3370",21.5
"3371",22
"3372",22.5
"3373",23
"3374",23.5
"3375",23
"3376",22.5
"3377",21.5
"3378",21
"3379",21.5
"3380",22
"3381",22.5
"3382",23
"3383",23.5
"3384",23
"3385",22
"3386",21.5
"3387",21.5
"3388",21.5
"3389",22
"3390",22.5
"3391",23
"3392",23.5
"3393",23
"3394",22.5
"3395",21.5
"3396",21.5
"3397",21.5
"3398",22
"3399",22.5
"3400",23
"3401",23.5
"3402",23
"3403",22.5
"3404",21.5
"3405",21.5
"3406",21.5
"3407",22
"3408",22.5
"3409",23
"3410",23.5
"3411",23.5
"3412",23.5
"3413",22.5
"3414",21.5
"3415",21
"3416",21.5
"3417",22
"3418",22.5
"3419",23
"3420",23
"3421",23.5
"3422",23.5
"3423",22.5
"3424",21.5
"3425",21.5
"3426",21.5
"3427",22
"3428",22.5
"3429",23
"3430",23.5
"3431",23
"3432",22.5
"3433",21.5
"3434",21.5
"3435",21.5
"3436",22
"3437",22.5
"3438",23
"3439",23.5
"3440",23
"3441",22.5
"3442",21.5
"3443",21
"3444",21.5
"3445",22
"3446",22.5
"3447",23
"3448",23
"3449",23.5
"3450",23.5
"3451",22.5
"3452",21.5
"3453",21.5
"3454",21.5
"3455",22
"3456",22.5
"3457",23
"3458",23
"3459",23.5
"3460",23.5
"3461",22.5
"3462",21.5
"3463",21
"3464",21.5
"3465",22
"3466",22.5
"3467",23
"3468",23
"3469",23.5
"3470",23.5
"3471",22.5
"3472",21.5
"3473",21
"3474",21.5
"3475",22
"3476",22.5
"3477",23
"3478",23
"3479",23.5
"3480",23.5
"3481",22.5
"3482",21.5
"3483",21.5
"3484",21.5
"3485",22
"3486",22.5
"3487",23
"3488",23
"3489",23.5
"3490",23.5
"3491",22.5
"3492",21.5
"3493",21.5
"3494",21.5
"3495",22
"3496",22.5
"3497",23
"3498",23.5
"3499",23
"3500",22.5
"3501",21.5
"3502",21
"3503",21.5
"3504",22
"3505",22.5
"3506",23
"3507",23.5
"3508",23.5
"3509",23.5
"3510",22.5
"3511",21.5
"3512",21.5
"3513",21.5
"3514",22
"3515",22.5
"3516",23
"3517",23
"3518",23.5
"3519",23.5
"3520",22.5
"3521",21.5
"3522",21.5
"3523",21.5
"3524",22
"3525",22.5
"3526",23
"3527",23
"3528",23
"3529",22.5
"3530",21.5
"3531",21
"3532",21.5
"3533",22
"3534",22.5
"3535",23
"3536",23
"3537",23.5
"3538",23.5
"3539",22.5
"3540",21.5
"3541",21.5
"3542",21.5
"3543",22
"3544",22.5
"3545",23
"3546",23
"3547",23.5
"3548",23.5
"3549",22.5
"3550",21.5
"3551",21
"3552",21.5
"3553",22
"3554",22.5
"3555",23
"3556",23
"3557",23.5
"3558",23.5
"3559",22.5
"3560",21.5
"3561",21.5
"3562",21.5
"3563",22
"3564",22.5
"3565",23
"3566",23
"3567",23.5
"3568",22.5
"3569",21.5
"3570",21
"3571",21.5
"3572",22
"3573",22.5
"3574",23
"3575",23
"3576",23.5
"3577",23.5
"3578",22.5
"3579",22
"3580",21.5
"3581",21.5
"3582",22
"3583",22.5
"3584",23
"3585",23
"3586",23.5
"3587",23.5
"3588",22.5
"3589",21.5
"3590",21.5
"3591",21.5
"3592",22
"3593",22.5
"3594",23
"3595",23
"3596",23.5
"3597",23.5
"3598",22.5
"3599",21.5
"3600",21
"3601",21.5
"3602",22
"3603",22.5
"3604",22.5
"3605",23
"3606",23.5
"3607",23.5
"3608",22.5
"3609",21.5
"3610",21.5
"3611",21.5
"3612",22
"3613",22.5
"3614",23
"3615",23
"3616",23
"3617",22.5
"3618",21.5
"3619",21.5
"3620",21.5
"3621",22
"3622",22.5
"3623",23
"3624",23.5
"3625",23.5
"3626",22.5
"3627",21.5
"3628",21
"3629",21.5
"3630",22
"3631",22.5
"3632",22.5
"3633",23
"3634",23.5
"3635",23.5
"3636",22.5
"3637",21.5
"3638",21
"3639",21.5
"3640",22
"3641",22.5
"3642",22.5
"3643",23
"3644",23.5
"3645",23.5
"3646",22.5
"3647",21.5
"3648",21
"3649",21.5
"3650",22
"3651",22.5
"3652",23
"3653",23
"3654",23.5
"3655",23.5
"3656",22.5
"3657",21.5
"3658",21.5
"3659",21.5
"3660",22
"3661",22.5
"3662",23
"3663",23
"3664",23.5
"3665",22.5
"3666",21.5
"3667",21
"3668",21.5
"3669",22
"3670",22.5
"3671",23
"3672",23
"3673",23.5
"3674",23.5
"3675",24
"3676",23.5
"3677",22
"3678",21.5
"3679",21
"3680",21.5
"3681",22
"3682",22.5
"3683",23
"3684",23
"3685",23.5
"3686",22.5
"3687",21.5
"3688",21
"3689",21.5
"3690",22
"3691",22.5
"3692",23
"3693",23
"3694",23.5
"3695",23.5
"3696",22.5
"3697",21.5
"3698",21
"3699",21.5
"3700",22
"3701",22.5
"3702",23
"3703",23
"3704",23.5
"3705",23.5
"3706",22.5
"3707",22
"3708",21.5
"3709",21.5
"3710",22
"3711",22.5
"3712",23
"3713",23
"3714",23.5
"3715",23.5
"3716",22.5
"3717",21.5
"3718",21
"3719",21.5
"3720",22
"3721",22.5
"3722",22.5
"3723",23
"3724",23.5
"3725",23.5
"3726",22.5
"3727",21.5
"3728",21
"3729",21.5
"3730",22
"3731",22
"3732",22.5
"3733",23
"3734",23.5
"3735",23.5
"3736",22.5
"3737",21.5
"3738",21
"3739",21.5
"3740",22
"3741",22.5
"3742",23
"3743",23
"3744",23.5
"3745",23.5
"3746",23
"3747",22
"3748",21
"3749",21.5
"3750",21.5
"3751",22
"3752",22.5
"3753",23
"3754",23.5
"3755",23.5
"3756",22.5
"3757",21.5
"3758",21.5
"3759",21.5
"3760",22
"3761",22.5
"3762",23
"3763",23
"3764",23.5
"3765",23.5
"3766",22.5
"3767",22
"3768",21
"3769",21.5
"3770",22
"3771",22.5
"3772",22.5
"3773",23
"3774",23.5
"3775",23.5
"3776",22.5
"3777",21.5
"3778",21
"3779",21.5
"3780",22
"3781",22.5
"3782",22.5
"3783",23
"3784",23.5
"3785",23.5
"3786",22.5
"3787",22
"3788",21
"3789",21.5
"3790",22
"3791",22.5
"3792",23
"3793",23
"3794",23.5
"3795",23.5
"3796",22.5
"3797",22
"3798",21.5
"3799",21.5
"3800",22
"3801",22.5
"3802",23
"3803",23
"3804",23.5
"3805",23.5
"3806",22.5
"3807",22
"3808",21
"3809",21.5
"3810",22
"3811",22.5
"3812",22.5
"3813",23
"3814",23.5
"3815",23.5
"3816",22.5
"3817",22
"3818",21
"3819",21.5
"3820",22
"3821",22.5
"3822",22.5
"3823",23
"3824",23.5
"3825",23.5
"3826",22.5
"3827",22
"3828",21.5
"3829",21.5
"3830",22
"3831",22.5
"3832",23
"3833",23
"3834",23.5
"3835",23.5
"3836",22.5
"3837",22
"3838",21
"3839",21.5
"3840",22
"3841",22.5
"3842",23
"3843",23
"3844",23.5
"3845",23.5
"3846",23
"3847",22
"3848",21
"3849",21.5
"3850",21.5
"3851",22
"3852",22.5
"3853",23
"3854",23.5
"3855",23.5
"3856",22.5
"3857",22
"3858",21.5
"3859",21.5
"3860",22
"3861",22.5
"3862",22.5
"3863",23
"3864",23.5
"3865",23.5
"3866",23
"3867",22
"3868",21
"3869",21.5
"3870",22
"3871",22.5
"3872",22.5
"3873",23
"3874",23.5
"3875",23.5
"3876",23
"3877",22
"3878",21.5
"3879",21.5
"3880",22
"3881",22.5
"3882",23
"3883",23
"3884",23.5
"3885",23.5
"3886",22.5
"3887",22
"3888",21.5
"3889",21.5
"3890",22
"3891",22.5
"3892",23
"3893",23
"3894",23.5
"3895",22.5
"3896",21.5
"3897",21
"3898",21.5
"3899",22
"3900",22.5
"3901",23
"3902",23
"3903",23.5
"3904",23.5
"3905",23
"3906",22
"3907",21.5
"3908",21.5
"3909",22
"3910",22.5
"3911",23
"3912",23
"3913",23.5
"3914",23.5
"3915",23
"3916",22
"3917",21
"3918",21
"3919",21.5
"3920",22
"3921",22.5
"3922",23
"3923",23
"3924",23.5
"3925",22.5
"3926",22
"3927",21.5
"3928",21.5
"3929",22
"3930",22.5
"3931",23
"3932",23
"3933",23.5
"3934",22.5
"3935",21.5
"3936",21
"3937",21.5
"3938",22
"3939",22.5
"3940",22.5
"3941",23
"3942",23.5
"3943",23.5
"3944",23
"3945",22
"3946",21
"3947",21.5
"3948",22
"3949",22.5
"3950",22.5
"3951",23
"3952",23.5
"3953",23.5
"3954",23
"3955",22
"3956",21
"3957",21.5
"3958",22
"3959",22.5
"3960",22.5
"3961",23
"3962",23.5
"3963",23.5
"3964",23
"3965",22
"3966",21
"3967",21.5
"3968",22
"3969",22.5
"3970",22.5
"3971",23
"3972",23.5
"3973",23.5
"3974",23
"3975",22
"3976",21.5
"3977",21.5
"3978",22
"3979",22.5
"3980",22.5
"3981",23
"3982",23.5
"3983",23.5
"3984",23
"3985",22
"3986",21.5
"3987",21.5
"3988",22
"3989",22.5
"3990",22.5
"3991",23
"3992",23.5
"3993",23.5
"3994",23
"3995",22
"3996",21.5
"3997",21.5
"3998",22
"3999",22.5
"4000",23
"4001",23
"4002",23.5
"4003",22.5
"4004",22
"4005",21.5
"4006",21.5
"4007",22
"4008",22.5
"4009",23
"4010",23
"4011",23.5
"4012",23.5
"4013",23
"4014",22
"4015",21
"4016",21
"4017",21.5
"4018",22
